,track_name,ひらがな名,image_urls,view_count,喜び,喜びスコアの理由,信頼,信頼スコアの理由,恐れ,恐れスコアの理由,驚き,驚きスコアの理由,悲しみ,悲しみスコアの理由,嫌悪,嫌悪スコアの理由,怒り,怒りスコアの理由,期待,期待スコアの理由,release_date_y
236,しらふの夢,しらふのゆめ,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",37689,70,歌詞には愛おしさや喜びを感じる瞬間が多く、特に『あなたの仕草が愛おしい』や『勝手に喜んで』といった表現が喜びを示しています。,60,『ずっとこのままあなたを想っていられる』というフレーズから、相手に対する信頼感が感じられます。,40,『忘れてしまったら全部嫌だな』という部分に、失うことへの恐れが表れています。,30,驚きの感情はあまり強く表現されていませんが、『どうしたんだ？って笑われた』という部分に少し驚きが含まれています。,50,『勝手に落ち込んで』や『目をそらしてしまった』といった表現が、悲しみや切なさを感じさせます。,20,嫌悪感はほとんど表現されていませんが、『軽くて安っぽくて恥ずかしい』という自己嫌悪的な部分があります。,10,怒りの感情はほとんど見られず、全体的に穏やかな感情が支配しています。,65,『今晩はあなたのところに朝までいたい』や『しらふの夢の中のような今がいいな』といったフレーズに、未来への期待感が表れています。,2021/3/3
237,シャワーとコンセント,しゃわーとこんせんと,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",44055,20,歌詞全体に喜びの要素は少なく、過去の思い出や笑わせたいという願望がわずかに喜びを感じさせる。,15,信頼に関する直接的な表現は少なく、むしろ不安や不確実性が強調されている。,60,「そのまま帰って来なくなる事も何となく分かってるよ」という表現から、関係の終わりに対する恐れが感じられる。,30,驚きの要素は少ないが、「今更なにを言ってるの」という表現に少し驚きが含まれている。,70,過去の思い出や関係の終わりに対する悲しみが歌詞全体に漂っている。,40,「仕方ないじゃなくて情けないよ」という表現に自己嫌悪や状況に対する嫌悪感が含まれている。,35,「君を怒らせたい」という表現にわずかな怒りが含まれているが、全体的には強い怒りは感じられない。,25,「笑わせたい」や「願い事をするな」という表現にわずかな期待が含まれているが、全体的には期待感は低い。,2021/3/3
238,メロンソーダ,めろんそーだ,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",90394,70,歌詞には日常の中での小さな幸せや、特別な瞬間を愛する気持ちが表現されており、喜びの感情が感じられる。,65,歌詞には、繰り返す日々の中でのプレゼントとしての存在や、見える糸を巻いてあげるという表現があり、信頼感が伝わる。,30,歌詞には不安を感じる部分があるが、全体的には恐れよりも他の感情が強く表現されている。,40,ある日突然心に灯る想いなど、予期しない感情の変化が驚きとして表現されている。,50,戻れない過去や一人で泣かないでという表現が、悲しみの感情を示している。,20,歌詞には嫌悪感を直接示す表現は少なく、全体的にポジティブな感情が多い。,15,怒りを示す直接的な表現はほとんどなく、他の感情が優勢である。,60,繰り返し始まる続きをこの手で作るという表現に、未来への期待感が込められている。,2021/3/3
239,ばいばーーい,ばいばーーい,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",82181,20,歌詞全体に別れの悲しみが漂っているが、最後に少し前向きな気持ちが見えるため、わずかに喜びの要素がある。,10,信頼が失われたことが歌詞の中心テーマであり、信頼のスコアは低い。,30,別れや変化に対する不安や恐れが感じられるが、直接的な恐怖の表現は少ない。,15,驚きの要素は少ないが、別れの状況に対する驚きが少し含まれている。,85,別れの悲しみや失ったものへの嘆きが歌詞全体に強く表現されている。,25,別れに伴う嫌悪感や失望が感じられるが、強い嫌悪の表現は少ない。,40,別れに対する怒りや不満が表現されているが、激しい怒りではない。,35,最後に少し前向きな気持ちが表現されており、未来への期待がわずかに感じられる。,2021/3/3
240,片想い,かたおもい,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",45164,20,歌詞全体に片想いの切なさが漂っており、喜びの要素は少ないが、片想いの中にある微かな幸せや思い出が感じられる。,15,信頼に関する直接的な表現は少なく、むしろ疑いや不安が強調されているため、信頼のスコアは低い。,40,逢えない時の疑いや、片想いの不安定さが恐れとして表現されている。,10,驚きに関する要素はほとんどなく、感情の変化も穏やかであるため、スコアは低い。,70,片想いの切なさや、素直になれない自分への葛藤が悲しみとして強く表現されている。,30,自分自身への苛立ちや、相手に対するわだかまりが嫌悪感として表現されている。,25,相手に対する傷つけられた感情や、自分への苛立ちが怒りとして表現されているが、全体的には抑えられている。,35,片想いを伝えに行くという前向きな行動が期待として表現されているが、全体的には不安が強い。,2021/3/3
241,No.7,なんばーせぶん,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",49090,70,歌詞には楽しいという表現が何度も出てきており、特に新しい世界やあなたとの関係に対する喜びが感じられる。,65,あなたに対する誇りや、隣にいることの安心感が表現されており、信頼感が伝わる。,40,終わりを考えることをやめようとする部分や、届かないという表現に不安や恐れが含まれている。,30,驚きの要素は少ないが、新しい世界に対する楽しさが少し驚きとして感じられる。,50,やるせなさや許せなさ、届かないという表現に悲しみが含まれている。,20,嫌悪感はあまり感じられないが、ひねくれた顔しかできないという自己嫌悪の要素が少しある。,25,許せないという表現に少し怒りが含まれているが、全体的には穏やかな感情が多い。,60,早く帰ってきてと願う部分や、何を作ろうかと考える部分に期待感が表れている。,2021/3/3
242,一人暮らし,ひとりぐらし,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",34030,20,歌詞全体に喜びを感じさせる要素は少なく、むしろ日常の煩わしさや別れの悲しみが強調されている。,15,信頼に関する直接的な表現は少なく、むしろ不安定な関係性が描かれている。,40,「怖くなったり」や「最低だよ」といった表現から、未来や関係の不安が感じられる。,25,「こんがらがった」や「いつの間に寝たんだろう」といった表現に、予期しない出来事への驚きが含まれている。,70,別れや孤独感、日常の煩わしさが強調されており、全体的に悲しみが支配的な感情として表現されている。,35,「面倒臭い日々」や「煙草臭いな」といった表現に、嫌悪感が含まれている。,30,「許せない夜」といった表現に、怒りや苛立ちが感じられるが、全体的には抑えられている。,10,期待を感じさせる要素はほとんどなく、むしろ諦めや現状への不満が強調されている。,2021/3/3
243,いつもいる,いつもいる,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",45619,75,歌詞には花が咲いていることや、嬉しい時に声をあげること、愛や笑顔についての言及が多く、全体的にポジティブな感情が表現されています。,70,「愛してるって何度も言ってね」や「あなたの隣で笑ってる」というフレーズから、信頼や安心感が感じられます。,20,「もしダメな日があっても」という部分に少し不安や恐れが含まれていますが、全体的には恐れの感情は少ないです。,30,「初めてはみんな声をあげるよ」や「空に舞い目が眩んでも」といったフレーズに新鮮さや驚きが含まれています。,40,「さようならを数える」や「涙が蝋燭のように溶けるだけ」といった表現に悲しみが感じられます。,10,歌詞全体に嫌悪感を示す表現はほとんどなく、ポジティブな内容が多いです。,15,「狂った低気圧」という表現に少しの苛立ちが感じられるものの、怒りの感情はほとんどありません。,65,「日々は続くよ」や「思い出をあといくつ作れるか」といったフレーズに未来への期待や希望が表れています。,2021/3/3
244,磁石,じしゃく,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",53944,40,歌詞には愛情や憧れの感情が表現されているが、全体的に複雑な感情が混ざっているため、純粋な喜びのスコアは中程度。,30,歌詞には憧れや愛情があるが、関係の不安定さや自己嫌悪が信頼を低下させている。,50,感情に飲み込まれたり、どうしていいかわからないという不安が恐れを感じさせる。,20,驚きの要素は少なく、感情の変化や関係の変化が主に描かれている。,60,別れや自己嫌悪、孤独感が悲しみを強く表現している。,40,自己嫌悪や嫌気が差すという表現があり、嫌悪感が感じられる。,30,直接的な怒りの表現は少ないが、関係の不安定さや自己嫌悪が怒りを示唆している。,50,憧れや新しい世界への気づきが期待感を表現しているが、全体的な不安定さが期待を抑えている。,2021/3/3
245,Last,らすと,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",34030,75,歌詞には『涙が出るのは嬉しいから』や『一緒にいられると思ってなかった』といった喜びの感情が表現されています。,60,『ずっと約束して欲しい』や『信じる事が怖い距離で』といったフレーズから、信頼を求める気持ちが感じられますが、完全には信頼しきれていない様子もあります。,50,『信じる事が怖い距離で』や『心を閉じてた』といった表現から、恐れの感情が見受けられます。,40,『一緒にいられると思ってなかった』という驚きの感情が含まれていますが、全体的には驚きの要素は少ないです。,30,『甘えたあたしが恥ずかしかったから』といった自己反省の部分に悲しみが感じられますが、全体的には少ないです。,20,嫌悪の感情はあまり強く表現されていませんが、『馬鹿馬鹿しいなんて言えるのに』という部分にわずかに感じられます。,10,怒りの感情はほとんど表現されていません。,70,『新しい朝日が昇ってもまた変わらず』や『ずっとここにいて欲しい』といったフレーズから、未来への期待が強く感じられます。,2021/3/3
246,愛で僕は,あいでぼくは,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3a4c.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3ab4.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/60169593d3b33.jpg']""]",42705,70,歌詞には愛情や幸福感が多く表現されており、特に『君は僕の全てだ 特別だ』というフレーズが喜びを強調しています。,65,『君は僕の全てだ 特別だ』という表現から、相手に対する深い信頼感が感じられます。,40,『君はいつも突然いなくなる そんな気がする』という部分に不安や恐れが表れています。,30,『思いがけず冗談みたいに運命は行く』というフレーズに驚きの要素がありますが、全体的には少ないです。,50,『よくある幸せなんてどこにもない』という表現に、失われたものや不安定さからくる悲しみが感じられます。,20,嫌悪感を直接示す表現は少ないですが、『破綻した愛でゆるんだ心に』という部分にわずかに含まれています。,15,怒りを示す直接的な表現はほとんどなく、全体的に穏やかなトーンです。,60,『天気が良かったら手を繋いで出かけよう』など、未来への期待や希望が感じられる表現が多くあります。,2021/3/3
247,あたしたち,あたしたち,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6124fddab1020.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6124fddab10a5.jpg']""]",56798,75,歌詞には喜びや愛情を感じる瞬間が描かれており、特に『喜びを感じた心は息を吸いゆっくり優しく色づく』という表現が喜びを強調しています。,80,『離れていても 信じてるの』というフレーズから、相手への信頼感が強く表現されています。,60,『想像つかない自分を恐れて』という部分が、未来への不安や恐れを示しています。,50,『運命を変えたなんて』という表現が、驚きや予期しない出来事を示唆していますが、全体的には驚きの要素は少なめです。,55,『どんどんすり減っていくあたし』や『泣くよりも』という表現が、悲しみや切なさを感じさせます。,30,嫌悪感を直接示す表現は少ないですが、『好きになって嫌いになって』という繰り返しが若干の嫌悪感を示唆しています。,20,歌詞全体に怒りを示す表現はほとんどなく、穏やかな感情が中心です。,70,『あたしたちは進みます』という前向きな表現が、未来への期待感を表しています。,2021/9/29
248,列車,れっしゃ,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6124fddab1020.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6124fddab10a5.jpg']""]",30433,20,歌詞には初めてのキスや二人だけの特別な瞬間が描かれており、これらは喜びを感じさせる要素です。しかし、全体的なトーンは悲しみや別れに重きを置いているため、喜びのスコアは低めです。,30,二人だけの特別な瞬間や暗証番号を共有することは信頼の表れですが、最終的に別れを迎えるため、信頼のスコアは中程度です。,40,忘れてしまうことや変わってしまうことへの恐れが歌詞に表現されています。これが恐れのスコアを上げています。,25,途中で降りるという予期しない出来事や、約束を切るという行動は驚きを感じさせますが、全体的なトーンに大きな影響を与えていないため、スコアは低めです。,80,別れや忘却、変化に対する悲しみが歌詞全体に強く表現されており、悲しみのスコアが高くなっています。,15,嫌悪感を直接的に表現する部分は少ないですが、別れや失望に対する軽い嫌悪感が感じられます。,10,怒りを直接的に表現する部分はほとんどなく、別れに対する受け入れの姿勢が見られるため、スコアは低いです。,35,二人だけの特別な瞬間や夢に対する期待が歌詞に含まれていますが、最終的に別れを迎えるため、期待のスコアは中程度です。,2021/9/29
249,食べた愛,たべたあい,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6124fddab1020.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6124fddab10a5.jpg']"", ""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f614395157a.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951602.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951681.jpg']""]",62933,40,歌詞には愛情や優しさを感じる部分があるが、全体的に不安や切なさが強調されているため、喜びのスコアは低め。,50,相手に対する思いやりや優しさが感じられるが、完全に信頼しきれていない様子も見受けられる。,60,関係が終わってしまうことへの不安や、相手の気持ちがわからないことへの恐れが表現されている。,30,驚きの要素は少なく、むしろ日常的な不安や疑問が中心となっている。,70,相手との関係に対する切なさや、忘れられないという感情が強く表現されている。,20,嫌悪感はあまり感じられず、むしろ相手に対する愛情が強い。,30,怒りというよりは、冷たくされることへの不満や不安が表現されている。,50,相手との関係が続くことを望む気持ちや、日々の些細なことに対する期待感がある。,2021/9/29
250,ねがう夜,ねがうよる,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63777eb724a7c.jpg']"", ""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6239d452a2617.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6239d452a269b.jpg']"", ""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f614395157a.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951602.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951681.jpg']""]",50023,20,歌詞全体に喜びの要素は少なく、過去の思い出に対するわずかな愛情が感じられる程度です。,15,信頼の感情はあまり表現されておらず、むしろ過去の関係の終わりを受け入れる様子が見られます。,40,過去の記憶が消えないことや、心の痛みが続くことへの恐れが感じられます。,25,驚きの感情はあまり強くなく、過去の出来事に対する驚きや新たな発見は少ないです。,75,別れや過去の思い出に対する深い悲しみが歌詞全体にわたって表現されています。,50,過去の関係や記憶に対する嫌悪感があり、特に「壊れた胸のネジ」などの表現に現れています。,30,怒りの感情は直接的には表現されていませんが、過去の関係に対する不満が感じられます。,35,過去の関係に対するわずかな期待や未練が感じられますが、全体的には期待は低いです。,2022/4/13
251,友達になりたい,ともだちになりたい,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6239d452a2617.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6239d452a269b.jpg']""]",22862,20,歌詞全体に感謝の言葉が含まれているが、喜びよりも他の感情が強く表現されている。,30,歌詞には信頼の要素が少し含まれているが、全体的に不安や別れの感情が強い。,40,不安や心の暗さが表現されており、恐れの感情が感じられる。,10,驚きの要素はほとんどなく、感情の変化が緩やかである。,80,別れや後悔、悲しみが強く表現されており、全体的に悲しいトーンが支配的。,20,嫌悪感はあまり表現されていないが、少しの不満が感じられる。,30,怒りの感情は直接的には表現されていないが、少しの苛立ちが感じられる。,25,特別になりたいという願望が表現されているが、期待よりも悲しみが強い。,2022/4/27
252,ゆあそん,ゆあそん,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6239d452a2617.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6239d452a269b.jpg']""]",22285,70,歌詞には恋愛の高揚感や幸せな瞬間が描かれており、特に『辛くても幸せ』という表現が喜びを強調しています。,60,『内緒は二人で作ったら宝物』という部分から、二人の間に信頼関係があることが伺えます。,50,『一人だと悲しくて怖い』という表現が恐れを示していますが、全体的には恐れが支配的ではありません。,40,驚きの要素は少ないですが、『一瞬で消えてしまいそうな想い』という部分に驚きのニュアンスがあります。,65,『後悔するよラブソング』や『一人だと悲しくて怖い』といった表現が悲しみを強調しています。,30,嫌悪感はあまり強くありませんが、『嫉妬してしまうほどに恋しい』という部分に少し含まれています。,20,怒りの感情はほとんど見られませんが、『邪魔するな続けてずっと二人で』という部分にわずかに含まれています。,75,『あなたの目の中 I sing Your song』や『引き込んで』といった表現が、未来への期待感を示しています。,2022/4/27
253,夏恋のライフ,なつこいのらいふ,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63777bafd6a5a.jpg']"", ""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/632c1579b3858.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/632c1579b38dd.jpg']"", ""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f614395157a.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951602.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951681.jpg']""]",33082,20,歌詞には過去の愛の思い出が含まれており、一時的な喜びが感じられるが、全体的には別れの悲しみが強調されている。,30,過去の関係において信頼があったことが示唆されているが、現在の状況ではその信頼が失われている。,40,新しい恋を始めることへの不安や、過去の愛を失ったことへの恐れが感じられる。,10,歌詞には驚きの要素はほとんどなく、感情の変化は予想されるものである。,80,別れの悲しみや過去の愛を失ったことへの深い悲しみが歌詞全体にわたって表現されている。,20,別れに対する嫌悪感や、過去の自分に対する嫌悪感がわずかに感じられる。,30,別れに対する悔しさや、過去の関係に対する怒りが一部で表現されている。,25,新しい恋を始めることへの期待がわずかに感じられるが、全体的には過去への未練が強い。,2022/9/14
254,果てしない二人,はてしないふたり,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/632c1579b3858.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/632c1579b38dd.jpg']"", ""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f614395157a.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951602.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951681.jpg']""]",52923,75,歌詞には愛情や楽しい時間を過ごしたことが表現されており、特にプレゼントやキス、愛おしい声などのポジティブな要素が多く含まれているため。,70,『何もかも守ったげる』や『今すぐに飛んでいくよ』といったフレーズから、相手に対する信頼感や安心感が感じられるため。,30,歌詞全体に恐れを感じさせる要素は少ないが、『死ぬまでその先もやれたらさ』というフレーズに少しの不安が含まれている可能性があるため。,40,『夢かと錯覚しそうなキス』や『果てない二人の始まり』といったフレーズが、予想外の展開や新しい始まりを示唆しているため。,50,『涙が落ちる音』や『悲しみを喰らって求めあおう』といったフレーズが、悲しみや切なさを表現しているため。,20,歌詞には嫌悪感を直接的に示す要素は少ないが、『喧嘩したきっかけは忘れた』という部分に少しの不快感が含まれている可能性があるため。,15,歌詞全体に怒りを示す要素はほとんどなく、穏やかな感情が多いため。,65,『果てない二人の始まり』や『次もまた逢おうね』といったフレーズが、未来への期待感や希望を表現しているため。,2022/10/12
255,号泣中,ごうきゅうちゅう,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/632c1579b3858.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/632c1579b38dd.jpg']""]",24100,10,歌詞全体に喜びの要素は少なく、むしろ失恋や孤独感が強調されているため、喜びのスコアは低い。,20,信頼に関する直接的な表現は少ないが、過去の愛情や思い出に対する信頼感がわずかに感じられる。,50,「何をしでかすかわからないわ」という表現から、未来への不安や恐れが感じられる。,30,「気づかない間に大好きになったの」という表現から、感情の変化に対する驚きが含まれている。,80,失恋や孤独感、未練の涙など、悲しみを強く表現する要素が多く含まれている。,40,「苦しいのが恋なら嫌」や「あなたは獣だ」という表現から、嫌悪感が感じられる。,30,直接的な怒りの表現は少ないが、置いていかれたことや軽い約束に対する不満が含まれている。,25,「乞うご期待で息を吸っていたい」という表現から、わずかながら期待感が感じられるが、全体的には低い。,2022/10/12
256,あかときリロード,あかときりろーど,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/6399637d0a9e7.jpg']"", ""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f614395157a.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951602.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951681.jpg']""]",87379,70,歌詞には愛情や親密さを感じる表現が多く、特に『優しく抱きしめてくれる』という部分が喜びを表しています。,60,『あなたがあたしを優しく抱きしめてくれるから』という部分から、相手への信頼感が感じられます。,50,『不安なのはあなたのせいじゃない』という部分から、何かしらの不安や恐れが存在していることが伺えます。,40,『唇のホクロに気がついたのは今夜に美味しく酔えたから』という部分に、驚きや新たな発見の要素があります。,55,『拭いきれぬひとりの世界』や『涙で変えるから』といった表現が、孤独感や悲しみを示しています。,30,嫌悪感を直接示す表現は少ないですが、『許せない時を過ごして』という部分にわずかに感じられます。,20,怒りを直接示す表現はほとんどなく、全体的に穏やかな感情が多いです。,65,『もっとちゃんとしたい』や『思いの留まる術を知りたい』といった表現から、未来への期待や願望が感じられます。,2023/1/6
257,telepathy,てれぱしー,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f614395157a.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951602.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951681.jpg']""]",13722,70,歌詞には愛や喜びを感じる瞬間が多く、特に『始まった夢中が理由もなく笑ってる』や『抱きしめればもの足りなくて想いは溶ける』といった表現が喜びを示しています。,60,『心も体も もうあげるって』というフレーズから、相手に対する信頼感が感じられますが、全体的に不安や悩みも含まれているため、スコアは中程度です。,30,恐れの感情はあまり強く表現されていませんが、『悩むな』や『怪我して』といった部分に少し不安が感じられます。,40,『どうして』や『戸惑う気が』といった表現から、驚きや戸惑いの感情が少し感じられます。,50,『これじゃ伝わらないな』や『想いは溶ける』といった表現から、伝わらない想いや切なさが感じられ、悲しみのスコアは中程度です。,20,嫌悪感はほとんど感じられませんが、『不貞腐れても痺れる』という部分に少しだけ嫌悪感が含まれています。,25,『ねぇどっちでもいいってどっちなの答えてよ』というフレーズに少し苛立ちが感じられますが、全体的には怒りは強くありません。,65,『新しい春に戸惑う気が』や『二人がひとつになったら』といった未来への期待感が強く表現されています。,2023/3/29
258,ワンツースリー,わんつーすりー,"[""['https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f614395157a.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951602.jpg', 'https://eeda1c4f65b5089c25d2a7de4a6e227a.cdnext.stream.ne.jp/img/disco/63f6143951681.jpg']""]",12940,10,歌詞全体に喜びを感じさせる要素は少なく、むしろ悲しみや後悔が強調されている。,20,友達としての関係が描かれているが、信頼よりも不安や疑念が強く表現されている。,60,歌詞には不安や恐れを感じさせる要素が多く、特に関係の変化や孤独感が強調されている。,30,驚きというよりは、変化に対する戸惑いや不安が表現されている。,80,歌詞全体にわたって悲しみや後悔が強く表現されており、特に失われた関係に対する感情が顕著である。,50,自己嫌悪や状況に対する嫌悪感が表現されており、特に過去の出来事に対する後悔が強調されている。,40,直接的な怒りは少ないが、状況に対する不満や苛立ちが感じられる。,15,期待感はほとんどなく、むしろ未来に対する不安や悲観が表現されている。,2023/3/29
